,"(0,0)","(0,1)","(0,2)","(1,0)","(1,1)","(1,2)","(2,0)","(2,1)","(2,2)",Winner
2456,1,1,2,2,2,2,2,1,1,2
2457,2,0,0,2,1,0,2,1,0,2
2458,0,0,1,2,2,2,1,0,0,2
2459,2,1,2,1,1,2,1,1,2,2
2460,2,2,2,1,2,2,1,1,1,1
2461,1,2,1,0,2,0,2,2,1,2
2462,2,0,0,1,2,1,1,2,2,2
2463,2,1,2,2,2,1,1,1,2,2
2464,1,2,2,2,1,1,1,2,2,0
2465,1,2,2,2,2,1,1,2,1,2
2466,2,0,0,2,1,2,2,1,1,2
2467,1,2,2,2,1,1,1,2,1,1
2468,2,2,1,0,1,2,1,0,2,1
2469,2,1,1,2,2,1,1,1,2,2
2470,1,1,2,2,2,1,2,1,2,2
2471,1,1,2,2,1,2,2,2,1,1
2472,2,2,1,0,2,1,1,0,2,2
2473,0,1,1,2,2,2,1,1,0,2
2474,0,1,2,2,1,2,2,1,0,1
2475,2,2,2,1,2,1,2,1,1,2
2476,2,1,1,1,2,2,1,2,2,2
2477,0,1,1,2,2,2,2,0,1,2
2478,2,2,2,0,0,1,1,1,2,2
2479,2,1,2,2,1,2,1,2,1,0
2480,1,2,2,1,2,2,1,1,2,2
2481,2,0,2,1,1,1,2,0,2,1
2482,1,1,2,0,2,2,0,1,2,2
2483,2,1,2,2,1,2,1,2,1,0
2484,1,2,1,1,1,1,2,2,2,2
2485,1,2,2,1,1,1,2,1,2,1
2486,2,1,1,1,1,2,1,2,2,1
2487,2,1,1,1,2,1,2,2,1,1
2488,1,1,1,2,2,2,1,2,2,2
2489,1,2,1,1,2,1,2,2,2,2
2490,0,2,2,1,1,1,0,2,2,1
2491,2,1,2,2,2,1,1,2,1,0
2492,2,2,2,1,0,1,0,0,0,2
2493,1,2,1,2,2,2,1,1,2,2
2494,2,1,1,1,2,2,2,1,1,0
2495,1,0,1,1,0,2,1,2,2,1
2496,1,2,1,2,1,2,2,2,1,1
2497,1,2,0,2,2,2,1,0,1,2
2498,2,2,1,1,1,2,1,2,1,1
2499,1,2,1,0,2,2,0,2,1,2
2500,1,2,2,2,1,1,0,0,1,1
2501,0,0,2,2,1,2,1,1,2,2
2502,2,2,1,1,2,2,1,1,1,1
2503,1,2,1,2,1,1,1,2,2,1
2504,1,2,1,0,2,1,0,2,2,2
2505,1,1,2,2,2,2,2,1,1,2
2506,2,2,1,2,1,1,1,2,1,1
2507,1,1,2,2,2,1,1,2,2,0
2508,2,1,2,2,2,1,1,2,1,0
2509,1,0,2,2,1,0,2,1,1,1
2510,1,0,2,1,0,2,2,1,2,2
2511,1,2,2,2,1,1,1,2,1,1
2512,0,1,1,1,0,2,2,2,2,2
2513,1,1,2,1,2,1,2,1,2,2
2514,0,2,2,0,2,1,1,1,1,1
2515,1,1,2,1,2,0,2,0,2,2
2516,2,0,0,1,2,1,0,0,2,2
2517,2,1,1,1,2,1,2,2,2,2
2518,2,1,2,0,1,2,1,0,2,2
2519,2,1,1,2,2,1,1,2,1,1
2520,1,2,2,1,2,2,1,0,0,1
2521,1,0,2,1,2,0,1,0,0,1
2522,1,0,1,0,1,2,2,2,2,2
2523,0,0,0,0,2,2,1,1,1,1
2524,0,1,1,2,1,0,1,2,2,1
2525,0,2,2,1,1,1,2,1,0,1
2526,1,1,2,2,2,1,1,2,2,0
2527,2,0,1,2,1,1,2,0,2,2
2528,1,2,1,2,2,1,2,1,2,0
2529,2,1,2,1,2,2,2,1,1,2
2530,0,1,1,2,2,2,0,1,1,2
2531,2,2,1,1,2,2,1,1,2,2
2532,2,1,0,1,1,2,2,1,0,1
2533,2,1,0,2,2,0,1,1,1,1
2534,2,1,1,1,1,1,2,2,2,2
2535,2,1,1,2,2,1,1,1,2,2
2536,1,0,1,2,1,0,2,2,1,1
2537,2,1,2,2,1,2,1,2,1,0
2538,2,1,2,1,2,1,1,1,2,2
2539,2,1,1,2,1,2,1,2,2,1
2540,2,2,2,0,1,2,0,1,1,2
2541,1,2,2,1,1,2,1,1,2,2
2542,1,2,2,2,1,1,1,1,2,0
2543,2,2,1,1,2,1,0,0,1,1
2544,2,2,1,1,1,2,2,1,2,0
2545,1,0,2,0,1,2,1,1,2,2
2546,2,2,2,1,1,2,1,1,2,2
2547,2,2,1,2,0,1,0,2,1,1
2548,1,1,1,0,2,2,2,0,2,1
2549,1,2,2,2,1,1,2,2,1,1
2550,1,2,1,2,2,1,2,1,2,0
2551,0,0,2,1,1,1,2,2,2,2
2552,1,2,1,1,2,2,2,1,2,0
2553,0,2,1,1,2,1,2,0,1,1
2554,1,2,0,2,2,1,1,2,0,2
2555,2,1,2,1,2,1,1,1,2,2
2556,2,2,1,1,1,2,2,2,1,0
2557,2,2,1,1,2,2,1,1,2,2
2558,0,2,1,2,0,1,1,2,1,1
2559,1,1,2,1,2,0,2,1,0,2
2560,1,2,1,2,2,2,2,1,1,2
2561,0,2,0,1,1,1,2,1,2,1
2562,2,0,2,1,1,1,1,0,2,1
2563,2,2,2,1,0,1,1,2,0,2
2564,1,1,2,1,2,1,2,1,2,2
2565,1,0,0,1,1,2,2,2,2,2
2566,0,2,1,2,2,0,1,2,1,2
2567,2,1,2,1,1,2,2,2,1,0
2568,1,2,2,1,0,2,1,0,1,1
2569,2,2,2,1,1,1,2,1,2,1
2570,2,2,2,0,1,1,0,1,1,2
2571,2,0,2,2,1,1,2,0,1,2
2572,1,0,2,2,1,0,0,0,1,1
2573,2,2,1,2,1,2,1,0,0,1
2574,2,2,1,2,1,2,1,1,2,1
2575,1,1,2,2,1,1,1,2,2,0
2576,0,1,2,1,2,1,2,2,0,2
2577,2,2,1,1,1,2,2,1,1,0
2578,1,0,2,2,2,0,2,1,1,2
2579,1,1,2,2,2,1,1,2,1,0
2580,2,2,2,1,1,2,1,1,2,2
2581,2,0,1,2,2,0,1,1,2,2
2582,2,2,1,2,1,2,1,2,1,1
2583,1,0,0,2,2,2,2,1,1,2
2584,0,2,1,0,2,1,2,1,1,1
2585,0,1,2,1,0,2,1,2,2,2
2586,2,2,1,1,2,1,2,1,1,1
2587,1,2,2,1,2,1,2,1,2,2
2588,1,2,2,2,1,1,1,2,2,0
2589,2,1,2,1,2,2,1,2,1,0
2590,2,2,2,1,1,2,1,1,2,2
2591,2,2,1,1,1,2,2,1,1,0
2592,2,1,2,0,2,0,1,1,1,1
2593,2,2,1,0,1,0,1,2,2,1
2594,1,1,1,1,2,1,2,2,2,2
2595,2,0,1,2,1,0,2,0,0,2
2596,2,2,1,2,2,1,2,1,1,1
2597,1,1,2,2,1,2,1,1,2,2
2598,1,1,1,2,1,2,2,2,2,2
2599,1,1,2,0,1,2,0,2,2,2
2600,2,2,0,1,1,1,2,0,2,1
2601,2,1,2,1,1,2,2,2,1,0
2602,2,2,1,2,1,1,1,2,2,1
2603,2,2,2,1,1,0,0,1,2,2
2604,1,0,2,1,0,0,1,0,2,1
2605,1,2,2,1,2,1,1,2,1,2
2606,0,1,2,1,2,1,2,1,0,2
2607,2,1,0,2,0,2,2,1,1,2
2608,2,2,1,1,1,1,2,2,1,1
2609,2,1,2,1,2,1,2,1,2,2
2610,0,1,0,2,1,0,2,1,0,1
2611,1,1,1,0,2,0,2,0,0,1
2612,1,2,2,2,2,1,2,1,1,2
2613,2,2,2,1,2,2,1,1,1,1
2614,1,1,2,2,1,1,2,1,2,1
2615,1,0,1,2,1,2,1,2,0,1
2616,1,2,1,2,2,2,1,1,2,2
2617,2,2,1,1,1,2,2,1,2,0
2618,0,1,2,1,2,1,2,2,0,2
2619,1,2,2,1,2,1,1,2,1,2
2620,2,2,1,1,1,2,2,1,2,0
2621,2,1,1,2,1,1,2,2,1,1
2622,1,1,2,2,2,1,1,2,1,0
2623,1,1,2,2,1,1,1,2,2,0
2624,2,0,2,1,2,1,1,0,2,2
2625,2,1,2,2,1,1,2,2,1,2
2626,2,2,2,0,1,1,0,1,2,2
2627,2,2,2,1,0,0,1,0,0,2
2628,1,1,2,1,2,2,1,2,1,1
2629,1,0,0,1,0,2,1,2,0,1
2630,2,1,2,2,1,1,1,1,2,1
2631,2,1,1,1,1,2,1,2,2,1
2632,2,2,1,1,1,2,2,2,1,0
2633,2,2,0,0,1,2,1,1,1,1
2634,1,1,1,2,2,1,2,1,2,1
2635,2,2,1,1,2,1,2,1,2,2
2636,2,1,1,2,2,1,1,1,2,2
2637,1,2,1,2,2,1,2,1,1,1
2638,2,2,1,1,1,2,2,2,1,0
2639,1,0,1,2,1,0,1,2,2,1
2640,2,2,2,2,1,1,1,1,1,1
2641,1,0,2,1,0,0,1,0,2,1
2642,1,1,1,2,1,2,2,2,2,2
2643,1,2,2,1,1,1,0,2,0,1
2644,1,1,2,2,2,1,1,2,2,0
2645,2,1,1,2,2,2,1,0,0,2
2646,1,1,2,2,2,1,2,1,1,2
2647,2,2,1,2,0,1,2,1,0,2
2648,2,2,1,2,1,2,1,1,1,1
2649,0,2,1,1,2,1,1,2,0,2
2650,1,1,2,2,2,1,2,2,1,2
2651,2,1,2,1,1,1,2,2,1,1
2652,2,1,2,1,1,1,1,2,2,1
2653,0,2,1,1,2,2,1,2,0,2
2654,1,2,1,2,1,2,2,1,2,0
2655,1,1,2,1,2,1,2,2,1,2
2656,1,2,1,2,2,2,2,1,1,2
2657,2,2,1,2,2,1,1,2,1,1
2658,1,0,1,2,2,2,0,1,2,2
2659,1,2,2,1,1,0,1,2,0,1
2660,0,0,1,2,2,1,2,2,1,1
2661,1,2,2,2,1,2,1,1,2,2
2662,2,1,0,2,1,2,0,1,2,1
2663,1,1,1,2,0,1,0,2,2,1
2664,1,0,1,2,1,2,1,2,0,1
2665,1,2,2,2,2,1,1,1,2,0
2666,2,1,1,1,1,2,2,2,2,2
2667,1,2,1,2,1,1,2,2,1,1
2668,1,1,2,2,2,1,1,2,2,0
2669,0,1,2,2,1,0,2,1,1,1
2670,1,1,1,2,1,2,2,2,2,2
2671,2,1,2,1,2,2,1,2,1,0
2672,2,2,2,1,2,1,1,2,1,2
2673,2,2,0,1,1,1,0,2,1,1
2674,0,1,0,1,0,0,2,2,2,2
2675,1,2,1,1,2,1,2,2,1,1
2676,2,2,1,1,1,2,2,1,1,0
2677,1,0,1,2,1,2,0,2,1,1
2678,1,2,1,2,1,1,1,2,2,1
2679,1,1,2,2,1,2,1,2,1,1
2680,1,0,2,0,2,2,1,1,2,2
2681,2,1,1,2,1,2,2,1,1,1
2682,1,0,0,2,2,2,2,1,1,2
2683,1,1,2,2,2,2,1,1,1,1
2684,2,1,1,0,2,2,1,0,2,2
2685,2,2,1,2,1,2,1,1,2,1
2686,2,2,1,2,2,1,1,2,1,1
2687,2,2,1,2,1,2,1,2,1,1
2688,1,2,2,2,1,1,1,2,1,1
2689,1,2,1,2,1,2,2,1,1,1
2690,1,0,2,1,2,2,1,2,0,1
2691,1,2,0,0,1,1,2,2,1,1
2692,1,0,2,0,2,0,2,1,0,2
2693,2,1,0,2,1,2,1,1,0,1
2694,2,1,1,2,2,2,1,2,1,2
2695,0,2,1,2,2,1,1,0,1,1
2696,2,0,0,2,0,1,2,1,0,2
2697,1,2,1,1,2,2,2,1,2,0
2698,1,1,1,1,2,2,2,1,2,1
2699,1,2,1,1,2,2,1,2,1,2
2700,0,1,2,0,1,2,0,1,0,1
2701,0,0,1,2,2,1,0,0,1,1
2702,1,0,2,0,2,2,1,1,2,2
2703,0,0,1,1,1,1,2,2,2,2
2704,1,0,1,0,1,2,1,2,2,1
2705,2,1,0,2,0,2,2,1,1,2
2706,1,2,2,2,1,2,2,1,1,1
2707,2,1,1,2,2,2,2,1,1,2
2708,1,1,2,2,2,1,1,2,2,0
2709,1,2,1,1,1,2,2,2,2,2
2710,1,2,2,2,1,2,2,1,1,1
2711,1,2,0,1,2,0,1,2,1,2
2712,1,2,2,2,1,2,1,2,1,1
2713,2,2,0,1,2,1,1,2,0,2
2714,2,1,2,1,1,1,1,2,2,1
2715,0,2,1,0,1,1,2,2,2,2
2716,2,0,1,2,2,1,1,0,1,1
2717,1,2,0,1,1,0,1,2,2,1
2718,1,1,2,2,2,1,2,2,1,2
2719,1,1,1,1,2,2,2,2,2,2
2720,1,1,2,1,1,2,2,1,2,2
2721,1,1,2,2,2,1,1,1,2,0
2722,2,1,1,2,2,2,1,1,1,1
2723,1,1,2,2,2,1,1,1,2,0
2724,2,0,1,0,1,2,1,0,0,1
2725,1,2,1,1,2,2,1,2,1,2
2726,2,1,1,2,1,2,2,2,1,2
2727,1,2,1,1,2,1,2,2,1,1
2728,2,2,2,2,1,1,1,1,2,2
2729,1,2,1,2,2,1,1,1,2,0
2730,2,1,1,1,2,2,2,1,2,2
2731,0,0,2,1,2,1,2,1,1,2
2732,2,2,2,2,1,2,1,1,1,1
2733,1,1,2,0,1,2,2,1,0,1
2734,1,2,1,2,2,1,2,1,2,0
2735,1,2,1,2,1,2,1,2,2,1
2736,2,2,2,1,1,2,1,2,1,2
2737,0,1,2,2,2,1,2,0,1,2
2738,1,2,2,2,2,1,1,1,2,0
2739,1,1,2,1,2,2,1,2,1,1
2740,2,2,1,2,1,2,2,1,1,2
2741,2,1,2,2,1,1,1,2,1,0
2742,0,1,2,1,2,1,2,0,2,2
2743,0,2,0,1,2,2,1,1,1,1
2744,1,1,2,2,2,2,1,1,1,1
2745,2,2,1,1,2,1,1,1,2,2
2746,0,1,2,1,1,2,0,2,2,2
2747,1,2,2,2,2,1,1,2,1,2
2748,2,2,2,0,1,1,2,1,0,2
2749,2,2,1,2,2,1,1,1,1,1
2750,2,2,2,1,1,1,2,2,1,1
2751,2,1,1,2,2,1,1,1,2,2
2752,2,1,2,2,2,1,1,1,1,1
2753,2,1,0,2,1,0,0,1,0,1
2754,2,1,1,2,2,2,1,1,2,2
2755,2,1,2,1,1,1,2,2,2,2
2756,2,1,2,1,1,1,2,2,2,2
2757,2,1,1,1,2,2,1,2,2,2
2758,2,1,1,2,1,2,1,2,2,1
2759,2,1,1,2,0,0,2,2,1,2
2760,2,1,2,1,2,2,1,1,1,1
2761,1,2,2,2,1,1,1,2,2,0
2762,1,2,0,1,0,0,1,2,0,1
2763,2,0,1,2,1,1,2,0,1,1
2764,0,1,2,1,2,1,2,0,2,2
2765,2,1,2,2,1,1,1,2,1,0
2766,0,1,2,1,1,1,0,2,2,1
2767,2,1,1,2,1,1,2,2,2,2
2768,1,2,2,1,2,2,1,1,2,2
2769,1,1,2,2,1,2,1,2,1,1
2770,0,2,1,1,2,1,2,0,1,1
2771,0,1,2,1,0,1,2,2,2,2
2772,0,1,2,0,2,2,2,1,1,2
2773,1,1,2,2,1,2,1,2,2,2
2774,2,2,1,1,1,1,2,2,2,2
2775,1,2,1,1,2,2,1,1,2,1
2776,2,1,2,1,2,1,1,2,1,0
2777,1,2,0,1,2,0,1,2,1,2
2778,2,1,1,1,2,2,1,2,2,2
2779,2,2,1,1,1,2,1,2,1,1
2780,1,1,1,1,1,2,2,2,2,2
2781,2,0,0,2,1,1,2,2,1,2
2782,0,2,1,1,0,1,2,2,1,1
2783,0,1,2,2,1,1,2,1,0,1
2784,1,1,2,2,1,2,2,1,1,1
2785,1,2,2,2,1,1,2,2,1,1
2786,1,2,1,1,2,1,0,2,0,2
2787,2,1,2,1,2,1,1,2,2,2
2788,1,1,2,2,2,1,2,1,1,2
2789,2,1,1,2,1,2,1,0,0,1
2790,1,2,2,1,2,1,1,1,2,1
2791,1,1,2,2,1,2,2,1,1,1
2792,2,1,1,2,1,2,1,1,2,1
2793,2,1,2,2,1,1,1,2,2,0
2794,0,1,1,2,2,2,0,0,0,2
2795,1,2,2,2,2,1,1,1,1,1
2796,1,1,1,2,2,0,2,0,1,1
2797,2,1,2,2,1,1,1,2,1,0
2798,0,1,2,2,1,0,2,1,1,1
2799,2,2,2,2,0,1,1,0,1,2
2800,1,1,1,0,2,2,2,0,2,1
2801,1,2,0,2,1,0,0,0,1,1
2802,1,2,1,0,2,0,2,2,1,2
2803,1,2,1,1,2,2,1,1,2,1
2804,1,2,1,2,2,1,1,2,1,1
2805,2,2,1,1,2,2,1,2,1,2
2806,2,1,2,2,1,2,1,1,1,1
2807,1,2,2,2,1,1,1,1,2,0
2808,2,2,1,2,0,0,2,1,1,2
2809,0,1,2,0,1,2,0,0,2,2
2810,0,2,1,2,1,1,1,0,2,1
2811,1,2,2,1,2,1,1,2,1,2
2812,0,2,2,1,0,2,1,1,1,1
2813,0,2,2,1,1,1,0,1,2,1
2814,1,2,2,2,1,1,2,1,2,0
2815,2,1,1,2,1,1,2,2,1,1
2816,1,1,1,0,2,2,2,2,0,1
2817,2,1,2,1,1,1,2,2,2,2
2818,1,2,2,2,1,1,1,1,2,0
2819,2,1,1,2,2,2,1,2,1,2
2820,1,2,2,2,1,1,2,1,1,1
2821,2,1,1,1,2,1,0,0,2,2
2822,2,1,2,1,2,2,1,1,1,1
2823,0,0,2,1,1,2,2,1,2,2
2824,1,1,2,2,2,1,2,1,1,2
2825,1,1,2,1,2,1,2,1,2,2
2826,2,2,1,1,1,2,1,1,2,1
2827,1,2,2,2,1,1,1,1,2,0
2828,1,1,1,2,2,2,2,2,1,2
2829,2,1,1,2,1,2,1,2,2,1
2830,2,1,1,2,1,1,2,1,2,1
2831,1,0,2,0,0,2,1,0,2,2
2832,1,2,2,0,2,0,1,1,1,1
2833,0,1,2,2,2,2,1,0,1,2
2834,1,2,2,1,2,2,1,0,0,1
2835,1,0,2,0,2,1,2,1,1,2
2836,1,1,1,1,2,2,1,2,2,1
2837,2,1,1,2,2,0,0,1,2,2
2838,1,1,2,2,2,1,1,1,2,0
2839,1,2,1,2,1,2,1,2,1,1
2840,2,2,1,1,1,2,1,2,1,1
2841,2,1,2,1,2,2,1,2,1,0
2842,1,2,1,2,2,1,2,1,2,0
2843,1,1,2,2,2,1,1,2,2,0
2844,0,2,2,2,2,0,1,1,1,1
2845,2,1,1,2,1,2,1,2,2,1
2846,1,2,1,2,2,1,2,1,2,0
2847,2,2,2,1,2,2,1,1,1,1
2848,2,2,1,1,2,2,1,2,1,2
2849,2,1,1,1,2,2,1,1,2,2
2850,2,1,2,1,2,1,2,1,1,2
2851,1,1,2,2,1,2,2,2,1,1
2852,2,1,1,1,1,2,2,2,1,0
2853,2,1,1,0,1,2,1,2,0,1
2854,1,2,0,1,0,1,2,2,2,2
2855,2,0,0,1,2,1,0,0,2,2
2856,2,1,2,0,1,2,0,1,2,2
2857,2,1,1,1,2,2,1,2,2,2
2858,2,0,2,1,1,2,0,1,2,2
2859,2,1,2,1,2,1,2,2,1,2
2860,1,2,2,1,1,2,1,2,2,2
2861,0,1,2,0,1,0,2,1,0,1
2862,0,1,1,2,1,2,0,1,2,1
2863,2,0,1,2,0,1,0,0,1,1
2864,2,0,2,0,0,0,1,1,1,1
2865,1,2,1,2,1,2,2,1,2,0
2866,2,2,1,1,2,1,0,0,2,2
2867,1,1,1,2,2,2,1,2,1,2
2868,2,2,0,2,0,1,1,1,1,1
2869,1,2,0,1,2,1,2,2,0,2
2870,2,0,1,1,1,0,2,2,2,2
2871,2,2,2,0,0,2,1,1,1,1
2872,2,1,0,1,2,0,1,2,2,2
2873,0,1,2,2,1,0,0,1,0,1
2874,1,2,1,2,2,2,2,1,1,2
2875,0,0,1,2,1,2,1,0,0,1
2876,2,2,1,1,2,0,1,2,0,2
2877,2,1,2,1,2,1,2,2,1,2
2878,2,2,1,1,1,2,1,2,2,1
2879,1,1,2,2,2,2,1,1,1,1
2880,1,1,2,2,1,2,2,1,1,1
2881,1,1,1,2,2,2,1,1,2,2
2882,2,2,1,1,1,2,2,2,1,0
2883,1,0,1,1,1,0,2,2,2,2
2884,2,0,1,0,2,2,1,1,1,1
2885,2,1,2,2,1,1,0,1,0,1
2886,2,1,1,2,2,1,1,2,2,2
2887,1,2,0,2,2,1,1,2,0,2
2888,1,2,1,2,2,1,2,1,2,0
2889,2,2,1,2,1,1,2,2,1,1
2890,1,1,1,1,2,2,2,1,2,1
2891,1,0,2,1,0,1,2,2,2,2
2892,1,1,1,2,0,2,0,2,2,1
2893,2,1,1,2,1,0,1,0,2,1
2894,1,2,2,2,1,2,1,2,1,1
2895,0,0,1,2,2,2,1,2,1,2
2896,2,1,1,1,2,2,2,1,2,2
2897,1,2,1,1,2,1,2,1,2,0
2898,2,1,2,2,1,1,1,2,2,0
2899,1,2,2,1,1,1,2,2,2,2
2900,2,1,1,2,2,1,2,1,1,1
2901,1,1,2,1,1,1,2,2,2,2
2902,1,2,2,2,1,2,2,1,1,1
2903,2,2,1,1,1,2,2,2,1,0
2904,2,1,1,2,2,1,1,1,2,2
2905,2,2,2,1,1,0,1,0,2,2
2906,1,1,2,1,1,2,2,2,2,2
2907,1,0,2,1,2,0,1,0,0,1
2908,0,2,1,0,1,2,1,1,2,1
2909,0,2,1,2,0,1,0,0,1,1
2910,2,1,2,2,1,1,1,2,2,0
2911,2,2,1,1,1,2,2,1,1,0
2912,2,1,1,1,2,2,2,2,1,0
2913,2,1,0,2,1,1,2,0,1,2
2914,1,2,2,1,2,1,1,2,1,2
2915,2,2,2,1,1,2,2,1,1,2
2916,2,2,2,1,0,1,0,0,0,2
2917,1,2,2,2,1,2,1,2,1,1
2918,2,2,1,1,2,1,2,1,2,2
2919,1,1,1,2,0,0,2,0,0,1
2920,2,0,0,2,1,1,2,0,0,2
2921,1,2,1,1,2,1,2,1,2,0
2922,1,2,1,1,1,2,2,2,2,2
2923,2,1,0,2,1,0,2,0,0,2
2924,2,0,1,2,2,0,1,1,2,2
2925,0,1,2,0,1,2,1,1,2,2
2926,2,2,1,1,2,2,2,1,1,0
2927,0,1,1,2,2,2,1,0,2,2
2928,1,0,1,2,2,2,1,2,0,2
2929,2,2,2,1,1,2,1,2,1,2
2930,1,2,1,2,1,1,2,2,1,1
2931,1,2,2,2,2,1,2,1,1,2
2932,0,2,1,0,2,1,0,0,1,1
2933,2,1,1,1,2,2,1,1,2,2
2934,2,1,2,1,2,1,1,2,1,0
2935,1,2,1,2,2,2,1,1,1,1
2936,1,2,2,1,2,1,1,2,1,2
2937,1,2,0,1,1,1,0,2,2,1
2938,2,0,1,0,1,2,1,1,2,1
2939,0,2,0,1,2,2,1,2,1,2
2940,2,2,1,1,1,2,2,2,1,0
2941,1,1,2,2,2,1,1,2,1,0
2942,2,0,1,2,1,1,1,2,0,1
2943,2,1,1,2,1,2,1,2,2,1
2944,1,1,1,2,2,1,1,2,2,1
2945,1,1,2,1,1,2,2,2,1,1
2946,2,2,1,1,1,2,1,2,2,1
2947,2,1,1,1,2,2,1,2,1,0
2948,1,0,1,1,2,2,1,0,2,1
2949,1,2,1,2,1,1,2,2,2,2
2950,1,1,2,1,2,2,1,1,2,2
2951,1,1,2,2,2,1,1,1,2,0
2952,2,1,1,1,2,1,2,2,1,1
2953,2,1,2,2,2,1,2,1,1,2
2954,1,0,0,1,1,2,1,2,2,1
2955,1,1,0,1,1,0,2,2,2,2
2956,2,1,1,1,1,2,2,2,1,0
2957,2,1,1,1,2,2,1,1,2,2
2958,1,0,1,0,1,1,2,2,2,2
2959,1,2,2,1,2,2,2,1,1,2
2960,2,1,2,1,2,2,1,2,1,0
2961,1,2,1,1,2,1,2,2,1,1
2962,1,2,2,1,1,0,0,2,1,1
2963,2,2,1,1,2,2,2,1,1,0
2964,1,2,1,2,2,1,1,2,2,2
2965,2,1,2,2,1,1,1,2,1,0
2966,2,2,1,1,1,2,2,2,1,0
2967,2,2,2,2,0,1,0,1,1,2
2968,1,2,2,1,1,1,0,0,2,1
2969,2,2,2,2,1,1,1,1,1,1
2970,1,2,0,2,2,0,1,1,1,1
2971,2,2,1,2,1,1,2,1,2,2
2972,2,1,0,1,1,1,2,0,2,1
2973,2,0,0,0,2,1,1,0,2,2
2974,2,0,0,2,1,1,2,2,1,2
2975,1,2,1,1,2,1,2,1,2,0
2976,0,1,2,1,1,1,2,0,2,1
2977,1,2,1,1,1,2,2,1,2,0
2978,1,1,2,2,1,0,0,2,1,1
2979,0,2,1,2,2,1,0,1,1,1
2980,2,1,1,2,1,2,2,1,1,1
2981,2,2,1,2,1,2,1,2,1,1
2982,2,1,2,1,1,1,2,2,2,2
2983,1,1,2,2,1,1,2,2,1,1
2984,2,2,1,2,1,1,2,1,2,2
2985,1,2,2,2,1,2,1,2,1,1
2986,1,2,0,2,1,0,0,0,1,1
2987,0,2,1,1,1,2,1,2,0,1
2988,2,1,2,1,1,2,2,2,1,0
2989,2,2,1,1,1,2,2,1,2,0
2990,1,0,2,2,2,1,2,0,1,2
2991,2,0,1,2,1,1,2,2,0,2
2992,2,0,2,1,1,1,2,2,0,1
2993,2,2,2,2,1,1,1,2,1,2
2994,1,1,1,2,2,1,2,1,2,1
2995,0,1,1,0,1,2,2,2,2,2
2996,2,0,2,1,2,1,2,0,1,2
2997,1,2,0,1,0,0,1,0,2,1
2998,1,2,2,2,1,1,2,2,1,1
2999,1,2,2,1,2,1,2,1,2,2
3000,0,1,2,1,1,0,2,1,2,1
3001,1,1,2,1,2,0,2,2,0,2
3002,2,1,2,2,1,2,2,1,1,1
3003,2,1,2,2,1,0,0,1,1,1
3004,1,1,1,1,2,0,2,0,2,1
3005,1,0,2,0,2,1,2,2,1,2
3006,1,2,2,1,2,1,1,0,0,1
3007,1,1,1,1,2,1,2,2,2,2
3008,0,1,1,2,2,1,0,2,1,1
3009,1,1,2,2,1,2,2,2,1,1
3010,2,2,2,1,0,1,2,0,1,2
3011,2,1,1,1,1,1,2,2,2,2
3012,2,2,2,1,0,1,1,2,0,2
3013,1,2,2,1,1,1,1,2,2,1
3014,2,1,2,0,1,2,0,1,2,2
3015,1,2,2,2,1,2,2,1,1,1
3016,2,1,1,2,2,2,2,1,1,2
3017,2,2,1,1,2,2,2,1,1,0
3018,2,1,1,1,2,0,1,0,2,2
3019,0,0,1,2,2,2,2,1,1,2
3020,1,1,2,2,2,1,2,2,1,2
3021,2,0,0,2,1,1,2,1,2,2
3022,1,0,2,1,0,1,2,2,2,2
3023,1,2,2,1,1,2,1,2,2,2
3024,2,1,2,2,1,1,2,1,1,1
3025,2,2,1,2,1,2,2,1,1,2
3026,2,1,2,1,1,2,2,2,1,0
3027,0,2,1,0,1,1,2,2,2,2
3028,1,2,1,1,2,2,1,1,2,1
3029,1,1,2,1,1,2,2,2,1,1
3030,2,2,1,1,1,1,2,1,2,1
3031,1,1,1,2,2,1,2,2,2,2
3032,1,2,2,0,2,0,1,2,1,2
3033,1,2,2,2,2,1,1,1,1,1
3034,1,1,2,1,2,1,2,2,1,2
3035,1,1,1,1,2,1,2,2,2,2
3036,1,1,1,0,2,0,2,2,1,1
3037,1,1,2,2,1,0,0,2,1,1
3038,2,1,2,1,1,0,2,1,0,1
3039,1,2,1,2,2,1,2,2,1,1
3040,2,2,1,1,1,1,0,0,2,1
3041,2,1,2,1,1,1,2,1,2,1
3042,1,1,2,2,2,1,1,2,1,0
3043,2,2,1,2,1,1,1,2,1,1
3044,1,1,2,2,1,2,1,2,1,1
3045,1,2,0,2,2,1,1,2,0,2
3046,1,2,1,2,2,1,1,1,2,0
3047,0,2,1,2,0,1,2,1,1,1
3048,1,1,2,2,1,1,2,2,2,2
3049,2,2,1,1,2,1,1,1,2,2
3050,1,2,1,1,2,2,1,2,1,2
3051,0,0,2,1,2,0,2,1,0,2
3052,1,2,0,2,1,1,2,0,1,1
3053,2,0,1,0,2,0,0,1,2,2
3054,0,2,1,0,0,1,2,0,1,1
3055,1,1,2,1,2,2,1,2,1,1
3056,0,2,1,1,2,1,2,2,0,2
3057,1,2,1,1,2,2,2,1,2,0
3058,0,1,2,1,2,1,2,0,2,2
3059,2,1,1,2,1,1,2,2,1,1
3060,1,2,1,2,1,1,1,2,2,1
3061,1,2,1,2,2,1,1,1,2,0
